Longueur_donde,Absorbance
400.0,0.03989927476843078
401.3461,0.03989927476843078
402.6922,0.03989927476843078
404.0383,0.03989927476843078
405.3844,0.08580177197852284
406.7305,0.08580177197852284
408.0766,0.08580177197852284
409.4227,0.13170426918861491
410.7688,0.13170426918861491
412.1149,0.13170426918861491
413.461,0.13170426918861491
414.8071,0.13170426918861491
416.1532,0.13170426918861491
417.4993,0.13170426918861491
418.8454,0.13170426918861491
420.1915,0.13170426918861491
421.5376,0.13170426918861491
422.8837,0.13170426918861491
424.2298,0.13170426918861491
425.5759,0.09180499442018412
426.922,0.09180499442018412
428.2681,0.09180499442018412
429.6142,0.09180499442018412
430.9603,0.09180499442018412
432.3064,0.09180499442018412
433.6525,0.09180499442018412
434.9986,0.09180499442018412
436.3447000000001,0.09180499442018412
437.6908,0.09180499442018412
439.0369,0.09180499442018412
440.383,0.04590249721009206
441.7291,0.04590249721009206
443.0752,0.04590249721009206
444.4213,0.04590249721009206
445.7674,0.08580177197852284
447.1135,0.08580177197852284
448.4596,0.08580177197852284
449.8057,0.13170426918861491
451.1518,0.13170426918861491
452.4979,0.13170426918861491
453.844,0.13170426918861491
455.1901,0.13170426918861491
456.5362,0.13170426918861491
457.8823,0.13170426918861491
459.2284,0.13170426918861491
460.5745,0.13170426918861491
461.9206,0.13170426918861491
463.2667,0.17760676639870698
464.6128,0.17760676639870698
465.9589,0.17760676639870698
467.305,0.13170426918861491
468.65109999999993,0.13170426918861491
469.9972,0.13170426918861491
471.3433,0.13170426918861491
472.6894,0.13170426918861491
474.0355,0.13170426918861491
475.38159999999993,0.13170426918861491
476.7276999999999,0.09180499442018412
478.0738,0.09180499442018412
479.4198999999999,0.09180499442018412
480.766,0.04590249721009206
482.1121,0.04590249721009206
483.4582,0.04590249721009206
484.8043,0.04590249721009206
486.1504,0.04590249721009206
487.4965,0.04590249721009206
488.8426,0.04590249721009206
490.1887,0.04590249721009206
491.5348,0.04590249721009206
492.8809,0.04590249721009206
494.227,0.0
495.5731,0.04590249721009206
496.9192000000001,0.04590249721009206
498.2653,0.09180499442018412
499.6114,0.09180499442018412
500.9575,0.09180499442018412
502.3036000000001,0.09180499442018412
503.64970000000005,0.09180499442018412
504.9958,0.09180499442018412
506.34190000000007,0.09180499442018412
507.6880000000001,0.09180499442018412
509.0341000000001,0.09180499442018412
510.38020000000006,0.09180499442018412
511.7263000000001,0.09180499442018412
513.0724000000001,0.09180499442018412
514.4185000000001,0.09180499442018412
515.7646000000001,0.10551705817937003
517.1107000000001,0.10551705817937003
518.4568000000002,0.11922912193855593
519.8029000000001,0.11922912193855593
521.1490000000001,0.1871738762272774
522.4951000000001,0.2008859399864633
523.8412000000001,0.2008859399864633
525.1873000000002,0.2008859399864633
526.5334000000001,0.16869550653555715
527.8795000000001,0.16869550653555715
529.2256000000002,0.13650507308465099
530.5717000000002,0.1502171368438369
531.9178000000002,0.1585473301632804
533.2639000000001,0.1722593939224663
534.6100000000001,0.19197468012331348
535.9561000000002,0.2140169372019429
537.3022000000002,0.2277290009611288
538.6483000000002,0.24977125803975822
539.9944000000002,0.2634833217989442
541.3405000000002,0.27719538555813006
542.6866000000002,0.29923764263675945
544.0327000000002,0.3129497063959453
545.3788000000002,0.3266617701551312
546.7249000000002,0.3808944606846668
548.0710000000003,0.3808944606846668
549.4171000000002,0.3892246540041103
550.7632000000002,0.4571694082928318
552.1093000000003,0.41126691108273983
553.4554000000003,0.4112669110827397
554.8015000000003,0.45716940829283176
556.1476000000002,0.4792116653714612
557.4937000000002,0.4792116653714612
558.8398000000003,0.5388262263407392
560.1859000000003,0.5471564196601827
561.5320000000003,0.5471564196601827
562.8781000000004,0.6067709806294607
564.2242000000003,0.6151011739489041
565.5703000000003,0.655000448717335
566.9164000000003,0.655000448717335
568.2625000000003,0.6633306420367784
569.6086000000003,0.7092331392468705
570.9547000000003,0.717563332566314
572.3008000000003,0.7717960230958496
573.6469000000003,0.823711063081524
574.9930000000004,0.8380537991765499
576.3391000000004,0.8463839924959934
577.6852000000003,0.8463839924959935
579.0313000000003,0.9203412895602974
580.3774000000003,0.9203412895602974
581.7235000000004,0.8661085990307618
583.0696000000004,0.9120110962408539
584.4157000000004,0.9662437867703895
585.7618000000004,0.9882860438490189
587.1079000000004,0.9882860438490189
588.4540000000004,1.034188541059111
589.8001000000004,0.9966162371684624
591.1462000000004,1.0425187343785542
592.4923000000003,1.0508489276979978
593.8384000000004,0.9966162371684623
595.1845000000004,0.9882860438490187
596.5306000000004,0.9423835466389267
597.8767000000005,0.9340533533194831
599.2228000000005,0.9257231600000396
600.5689000000004,0.857778405711318
601.9150000000004,0.8357361486326886
603.2611000000004,0.7761215876634108
604.6072000000005,0.7081768333746893
605.9533000000005,0.6861345762960599
607.2994000000004,0.6640923192174305
608.6455000000005,0.5961475649287091
609.9916000000005,0.5221902678644053
611.3377000000005,0.5001480107857758
612.6838000000005,0.4864359470265899
614.0299000000005,0.41849119273786844
615.3760000000005,0.35054643844914696
616.7221000000005,0.28260168416042547
618.0682000000005,0.2605594270817961
619.4143000000005,0.2009448661125181
620.7604000000006,0.17890260903388866
622.1065000000006,0.1109578547451672
623.4526000000005,0.08891559766653778
624.7987000000005,0.07520353390735188
626.1448000000005,0.06149147014816597
627.4909000000006,0.04777940638898007
628.8370000000006,0.03406734262979416
630.1831000000005,0.02035527887060826
631.5292000000006,0.02035527887060826
632.8753000000006,0.02035527887060826
634.2214000000006,0.01202508555116475
635.5675000000006,0.006012542775582375
636.9136000000005,0.0
638.2597000000006,0.0
639.6058000000006,0.0
640.9519000000006,0.0
642.2980000000007,0.0
643.6441000000007,0.0
644.9902000000006,0.0
646.3363000000006,0.0
647.6824000000006,0.0
649.0285000000006,0.0
650.3746000000007,0.0
651.7207000000006,0.0
653.0668000000006,0.0
654.4129000000007,0.0
655.7590000000007,0.0
657.1051000000007,0.0
658.4512000000007,0.0
659.7973000000006,0.0
661.1434000000006,0.0
662.4895000000007,0.0
663.8356000000007,0.0
665.1817000000008,0.0
666.5278000000008,0.0
667.8739000000007,0.0
